inj_dosage    : [0.1, 0.1]
T_delay       : [28, 28]
meas_protocol : 1d
mouse_1,mouse_2,mouse_3
0.12371975122741986,6.746075788646377,7.080925521590624
1.1214548970018285,9.109296077179552,8.31229111059946
2.756653228646522,11.040005147453819,9.32703600422229
7.146035711944229,11.993518153760387,10.222662771371345
7.273362028295258,17.01080716453241,20.888244050701616
8.543410213088993,19.0223593648193,25.344274125337623
10.124141960898038,21.61870674933254,37.924127911655354
10.205826132344328,22.051178111373858,45.84022717914972
11.171736076204498,22.819926183418126,62.60475663286649
12.616628158404303,27.219739578833106,66.95627303422297
13.570807460075002,27.503552030805903,75.72096449380825
15.274331425778682,35.01630313361157,97.2339700730557
16.189100247341518,36.142297466258476,125.9304747518933
17.807108981886852,42.402041188420114,129.49684602662325
19.62944654664918,42.61254774329551,153.07988074778453
19.66178092206827,45.75667739384802,
21.080443397800803,50.05926831180131,
21.222757931429953,50.482363522664784,
21.747366272679614,53.92655700528726,
22.535071403380133,56.096014625148406,
22.815534209835057,56.29563695395103,
23.95266075639534,56.564371870805616,
24.500109078387897,58.36045052602748,
24.838290221085565,59.42939760609449,
26.726296973691063,61.678521213009965,
29.713506159075113,62.397843390276236,
30.779299308481054,63.35434585740359,
32.037982141164264,69.69683409351994,
33.237089037966435,78.79715363410686,
34.356966020495335,81.26686742904411,
34.56730655216682,84.95267483309937,
35.3993637240454,86.23276085010345,
39.30805730042722,86.99517522086626,
39.70176737064819,88.19360783768454,
40.967805342099915,88.87650143304194,
42.77517410746523,95.3954057036265,
44.26327975755239,98.36320748181203,
44.85834010657843,147.95993867190697,
45.80861341979506,148.07472976736068,
49.89687597679268,156.38176879131686,
56.42557180078047,172.5876475274524,
58.0585046331294,181.31410208066916,
59.07718636292441,189.52809073596595,
60.19670555178295,196.3009950272568,
62.863384631834215,248.25425842602377,
64.52268083129542,260.5411603023223,
72.81877467273348,262.5381157467499,
77.13239894414497,277.6383179803165,
80.1547215607311,325.6843174952489,
80.52919597999134,340.05353741279845,
88.594831889945,375.7430199060599,
91.21245522044927,450.3377591777673,
93.05659368874872,459.3147759648966,
94.08863227300225,,
95.17662718401134,,
95.76273027798665,,
97.191755363988,,
97.8015535638142,,
102.583507840325,,
108.43949181613507,,
108.45670671051857,,
108.53644062227846,,
110.20518883523523,,
117.44828614807129,,
122.25077345531166,,
123.39720044785024,,
124.48729134150467,,
136.1967836933899,,
145.57560488778338,,
149.94753327073371,,
152.71295187372118,,
156.478764065135,,
160.86431414854377,,
163.51015531340593,,
165.855228166936,,
179.78518753555005,,
194.1285937775739,,
195.8084473595788,,
202.08532016650994,,
205.89295437858553,,
205.98595293492025,,
205.9974041119909,,
214.58638907602634,,
231.18437745701317,,
232.34259632992482,,
233.0231466316534,,
249.9412897581358,,
288.6527153637048,,
301.0477845825418,,
326.6212493654784,,
439.7790414382894,,
480.1719454027668,,
151.93290236151176,,
