inj_dosage    : [0.5, 0.5]
T_delay       : [28, 28]
meas_protocol : 1d
mouse_1,mouse_2,mouse_3
1.267475823714868,93.52983440922017,5.863920766071186
2.4866145787642755,5.526239445050601,15.100793627849265
4.125598800252098,9.200890516064772,20.13279843158224
5.613415793661303,10.966890899660362,30.26454318607869
10.810534286388723,11.013743445634738,33.722846533272644
10.92327179171052,11.443905533792023,34.441163335390996
11.42864860907915,12.290085998755998,39.20941955836936
14.951578165116597,13.829285049713754,44.71799071568236
15.056190825862586,15.947931166991596,48.57125952911421
16.292765781923706,19.44966194242207,49.05114514005891
16.60805582891496,24.74813050655911,53.93157890381595
17.486755273469587,26.26756471758255,56.99491826394668
19.374312101889974,26.591920602271237,61.41809490715313
20.10899708247742,30.618456169371996,63.79098698162993
22.063950442871473,33.96952830447659,67.37758943749395
23.637719456054334,34.01142738784999,68.60353781377074
24.408001032189794,34.41372302073903,72.54318209121112
24.426061788454515,39.622026559142796,84.91266717371545
25.31257726648034,40.12541359311075,87.60680572788159
25.594824026167476,41.602424929918996,105.40715965165779
25.981802091088554,42.37187577682329,107.38698310848102
31.758161370396845,50.18894609083694,160.99993868323918
31.82519179526584,50.82640609026781,184.46252921195398
31.896609593014237,56.51434374990337,193.85426016016325
31.98938724461367,58.787694957163836,209.58217376181574
31.994448796535195,62.66349216272179,214.1652858667678
32.43422542499626,69.57108302721237,232.14943295049034
36.770315946965674,71.71198704742466,237.56872799807226
38.74026219997,74.65185001411918,266.1580764071643
38.77238263727886,75.97047603335926,305.8920079817044
40.881466208736555,76.89809024751025,312.2278918149945
42.399303028348264,77.12885559578854,372.4451420525589
42.62060144851918,83.50451940635921,393.1130525138809
42.84101032836859,92.36505718229849,402.39665451127786
45.59088512345388,93.00438035664385,476.56445977363563
46.09511798043084,107.86963811707462,
46.10561626533732,110.89122091919374,
48.7681028582722,110.9252258638204,
50.31817043775842,112.23488064516789,
52.739858066808246,114.8588641770568,
55.05334006496676,116.22749348654136,
55.75577401104488,118.51016912380979,
60.72880974832757,119.20274390116296,
64.35611807975688,119.87253781073035,
65.62629501883059,120.81062472248874,
66.1208984417119,121.02532495504366,
70.26881020537836,121.97646242425083,
70.55807800124592,122.61346414915678,
70.67383329934698,122.85483956499634,
70.69970006968893,123.62582002722185,
71.1032101968322,125.2414804274121,
72.58007499929919,127.94869881432074,
77.22969747033673,130.7089338425957,
79.34698017529935,140.27591168981456,
94.3732106329197,153.16040958047344,
95.7495926308525,155.24806049995075,
98.82540868198124,172.96285728030645,
104.99877850126606,183.58255751868376,
109.76123761782148,196.45103048427862,
114.00746458123163,198.1623885537091,
116.56658330487764,203.89657359505074,
121.15411372867706,211.97816820019412,
121.2341400424834,219.51225573766425,
122.33238309218268,220.18103262468213,
122.43070256744198,226.02854865888824,
125.9796720582594,228.79949704053843,
130.84722838310236,238.23711089476652,
133.02033427842701,243.04629716936375,
134.7406117041697,288.1594087279923,
147.1529046530801,290.40158225877383,
149.9603756939436,302.14941412373,
150.02393974145969,306.0149582199683,
151.59167716058525,325.76030152531706,
161.53103187489975,326.50392684777967,
163.35128266555,335.3047009563759,
172.7969019080471,340.8132663742782,
176.909184442772,359.6035729978364,
181.17775006851227,368.69894944919423,
186.0112167180753,379.955286202416,
191.4724820008762,393.8539248476082,
194.3721815139409,395.2792527666488,
208.15675528330087,399.7262340297131,
224.92242444456915,400.2639903999865,
238.5196736778317,407.7508734256578,
238.6253781664543,462.1014055434947,
261.3692838071815,475.5445255495001,
270.43706464048904,418.3136055518348,
284.6471206728193,,
294.72605588926433,,
296.16886289197015,,
300.05814035841325,,
310.7081963672147,,
316.93136028827723,,
373.06976715901106,,
397.40594199942365,,
416.09147006283393,,
446.3263382410024,,
459.26286400744596,,
485.93812762301155,,
23.510530666687476,,
487.0085429322526,,
112.12154758057855,,
191.97042864920311,,
222.0773404895266,,
