inj_dosage    : [10.0, 10.0]
T_delay       : [28, 28]
meas_protocol : 1d
mouse_1,mouse_2,mouse_3,mouse_4,mouse_5
111.61657009091648,301.1,,,
113.0391560001468,27.997054860477963,,,
114.26661911771001,27.694932743648938,,,
114.27142415871153,27.156259460153134,,,
114.73652362134291,245.1,,,
115.1500930844251,334.1,,,
115.29064405391243,24.355859736181678,,,
115.57735948917664,23.12055217341906,,,
115.7606747823977,170.1,,,
116.59051042593529,305.1,,,
118.22669067494785,397.1,,,
119.20235810926046,98.1,,,
119.99835259034064,18.1,,,
120.2257389513228,52.1,,,
120.71214420803877,20.527204397985855,,,
121.78780463676517,144.1,,,
123.9258951713286,19.654630472323696,,,
124.94572280563321,83.1,,,
127.4748358812089,406.1,,,
127.89446816822763,236.1,,,
129.3128140253236,3.1,,,
130.3383732124992,17.470044440078784,,,
131.20993165380128,17.35492116264146,,,
131.32383303584123,49.1,,,
131.66026439589774,79.1,,,
131.89744255866304,14.874309463059845,,,
133.16478117725754,14.848445425971596,,,
134.74286655185762,14.244966394822523,,,
134.98609393110942,13.648650098793427,,,
135.724548516856,12.976772184890663,,,
136.59372667435267,155.1,,,
137.8723641848338,11.845074586825882,,,
139.97338875771817,11.758989083713029,,,
140.4315777861139,77.1,,,
141.66371268612602,8.984591088913009,,,
142.33726515819285,90.1,,,
146.94920912436564,8.281292862292766,,,
147.94650541402723,7.560306606085782,,,
149.3934679163598,7.480494250775109,,,
150.70357343593616,6.505544265710897,,,
153.63590185145821,6.37618794431574,,,
153.70870490677765,6.256249142673033,,,
155.13376110553887,5.1,,,
156.6137968413764,274.1,,,
157.50189309501667,76.1,,,
157.8560235300831,4.700034966087212,,,
160.71424663951396,9.1,,,
161.02929976329474,15.1,,,
162.39353530100024,60.1,,,
163.0320909711227,2.938562793012632,,,
163.64422979705256,2.759280536805669,,,
165.30375359758546,41.1,,,
172.03791420715535,1.528984341762368,,,
172.77813436399666,,,,
172.79282425122548,,,,
173.53904549780847,,,,
173.9398946124077,,,,
177.1105710771662,,,,
177.28455406699322,,,,
177.48004706769873,,,,
179.41875578187813,,,,
179.62796157165866,,,,
180.52027969072276,,,,
180.70899756327722,,,,
180.75266322310523,,,,
181.14316202669104,,,,
181.3285639737597,,,,
184.71717271267937,,,,
185.3280516081776,,,,
186.73683782013356,,,,
189.85459133623382,,,,
192.08982694853003,,,,
194.85190221687532,,,,
198.43086336668617,,,,
200.58167275847404,,,,
201.0061469954597,,,,
202.47762432167238,,,,
202.96179478343973,,,,
203.466296898243,,,,
204.41644638640153,,,,
204.99403847529226,,,,
206.19328560278603,,,,
206.8720661845934,,,,
208.58245463252,,,,
208.89597208552962,,,,
209.2444085344018,,,,
212.28659104635915,,,,
214.0613115028783,,,,
215.25362724575888,,,,
217.02578699031687,,,,
217.25105619498498,,,,
219.19464220387485,,,,
220.1631491073786,,,,
221.2816392590302,,,,
221.4199819965669,,,,
222.9812981453278,,,,
224.3601426177906,,,,
224.5756636688399,,,,
225.47930458431895,,,,
225.83998868276493,,,,
226.1564437873229,,,,
227.1117857507019,,,,
229.07998770290197,,,,
229.60972863749785,,,,
231.08649364583113,,,,
233.5931541870728,,,,
234.8187520990181,,,,
236.19604847496106,,,,
236.35692292650197,,,,
236.69707600219314,,,,
238.7345011222777,,,,
241.54451255031634,,,,
242.09080636255953,,,,
243.99884928911092,,,,
246.3021653154149,,,,
247.02921510946462,,,,
252.32403671114471,,,,
252.3940682366572,,,,
254.110594135141,,,,
254.6539590886155,,,,
256.20594015188027,,,,
256.47654855407313,,,,
256.98772640785705,,,,
258.4134196084094,,,,
260.8841507922741,,,,
263.4230447653054,,,,
264.2423241567686,,,,
265.60243844665877,,,,
267.10826596743095,,,,
268.7264340222067,,,,
268.87947371969955,,,,
269.4775492498102,,,,
269.5868264145355,,,,
281.03691683455673,,,,
282.1258739083488,,,,
283.47610137480916,,,,
283.6601066090462,,,,
286.5576307543704,,,,
287.64056936202485,,,,
290.3392386293669,,,,
290.58664381420294,,,,
290.6400474670865,,,,
291.080685441859,,,,
291.113807805809,,,,
292.5271963759071,,,,
295.01251440033127,,,,
297.77992113598225,,,,
298.6030457912218,,,,
299.78836218875017,,,,
302.6134385653813,,,,
303.9732116637084,,,,
303.9782645500998,,,,
304.8053967394517,,,,
307.05271540483227,,,,
307.85006836448173,,,,
307.93950742365604,,,,
309.04925336612393,,,,
311.3867554593863,,,,
314.7701689950303,,,,
325.7543823014142,,,,
328.7055896299857,,,,
329.62823850705996,,,,
333.78757411227235,,,,
338.1555954506269,,,,
340.265687732498,,,,
350.085461781186,,,,
352.1096258403041,,,,
354.9295800789421,,,,
355.9161297117177,,,,
359.1181814935103,,,,
362.2265525846607,,,,
367.72821542258566,,,,
368.9475687506849,,,,
374.28785538279374,,,,
377.80405660584074,,,,
379.98362574943883,,,,
380.9877541454314,,,,
381.74015732621757,,,,
383.71410493765165,,,,
383.7350304265443,,,,
385.63657064872865,,,,
388.19514232031776,,,,
388.341478583482,,,,
394.1053608381113,,,,
394.5319388251559,,,,
396.84963267305574,,,,
398.136013662949,,,,
399.3352021635306,,,,
410.0665794985899,,,,
410.648284345838,,,,
411.764268439296,,,,
412.065246205779,,,,
413.8382827317838,,,,
416.61610232497776,,,,
420.101863033998,,,,
421.5517185861693,,,,
428.0645293383569,,,,
431.5087964271509,,,,
434.9769542861741,,,,
441.30368835775823,,,,
441.3195437637338,,,,
443.4657415993708,,,,
447.67543106467906,,,,
450.3319511132565,,,,
452.53948777491536,,,,
452.9161171714263,,,,
453.4315401472626,,,,
454.5813511807957,,,,
458.0813187463625,,,,
460.04781653980945,,,,
468.5363889722854,,,,
470.7357184912856,,,,
473.0374562567213,,,,
478.1671783292156,,,,
479.99258668944935,,,,
483.86706523099895,,,,
493.6284023717621,,,,
499.4278731271277,,,,
