inj_dosage    : [10.0, 10.0]
T_delay       : [14, 28]
meas_protocol : 1d
mouse_1,mouse_2,mouse_3,mouse_4,mouse_5
1.152442227387628,1.528984341762368,1.1763743944236742,6.073009998819172,17.173172650873905
3.2347075448831126,2.759280536805669,9.019841774154083,14.645755979340361,28.079731114647984
3.6888601323205665,2.938562793012632,12.762352215098439,33.47815097922592,34.45215789899425
7.844797222929841,4.1,14.096808084027003,33.60823325681423,36.87193666912486
10.094686768710924,4.700034966087212,15.645872774782951,36.583489038706,41.42475413975767
11.819127670704704,5.1,19.730926162872787,49.81867610980638,42.22591162581946
12.356072265014397,6.256249142673033,23.511636645716123,57.165632838407234,50.27409214239102
12.76118307364686,6.37618794431574,27.953838313101087,63.730203963018205,51.43904581653771
12.843818900933394,6.505544265710897,28.692380423740644,77.88451977008336,64.13842591900556
13.101183110885644,7.1,29.391323445172883,88.8270296925733,68.76013689156447
15.263219668304847,7.480494250775109,30.942345686227483,96.92419836398658,83.70578911814755
16.050002506272065,7.560306606085782,34.72265444960441,100.9596680118518,85.16364997591016
16.885680265928457,8.1,35.72304899126495,104.43098361742929,87.62614267434607
18.77030527911347,8.281292862292766,36.60043325570516,105.17773252294623,91.50570247030483
19.49506051279592,8.984591088913009,37.74301834162024,105.54371670008373,92.86301974649696
19.836134118578702,9.1,37.82871635168427,105.78755458782484,95.71338507948458
21.587093988511334,11.758989083713029,40.34744111683568,109.85403875127501,104.15167842909814
21.686228061020838,11.845074586825882,41.781077870772705,114.22699146776937,111.90475065848007
21.888087194977864,12.976772184890663,42.53954722960648,121.45357121920296,113.29639073499847
23.494640762791864,13.648650098793427,42.98520953561544,123.23991409584966,125.00616126196365
25.390785785917377,14.244966394822523,44.01737945832912,124.03574124145842,128.85682382884596
25.822830923513298,14.848445425971596,45.60994487458603,135.17777558461552,130.10912769285275
26.01091876498641,14.874309463059845,46.759364016145405,135.4867873907616,133.5036080717973
26.984225123689416,15.1,48.73079424221586,136.96252336017625,138.48341238845168
27.049137230473207,17.35492116264146,49.591830599768606,146.04065009514406,142.40976193256884
27.11970447666605,17.470044440078784,49.91745667391421,153.6865962967753,142.4590452590216
28.90883253794314,18.1,50.29163236600796,158.92058084212164,155.05169911479788
29.25700374219241,19.654630472323696,52.21553184328592,162.78299584814016,156.8107024594327
29.810868982357434,20.1,53.38254748825093,169.52817593040643,161.2461622300548
29.96047134551231,20.527204397985855,54.14246706711523,170.67578527167217,167.1749830797074
30.706935224839494,23.1,54.46694320415746,204.61041764645051,188.75119053759974
30.894540719888337,23.12055217341906,57.51016791212438,217.20242678289952,198.44968528706517
30.928465155800904,27.156259460153134,57.536314024082166,220.5945849210715,202.62117732580472
31.15115086914191,27.694932743648938,58.475492027683664,231.56939518901171,212.91798270301192
32.52096364745186,27.997054860477963,59.29834644079904,237.708894129452,230.8508909372199
32.67923648351459,29.778408824258733,60.0173180174354,238.03135868930877,232.16479802381244
32.93355892879961,30.095812796821544,63.09245890936088,242.41126555562604,246.48211994323836
33.389435250629234,30.1,63.40319177530475,246.02737885732566,259.70599810662435
33.518973869176044,30.399424385178328,64.96272307909663,251.55844672391868,263.5352297005752
34.2295441882885,31.417569149032236,64.96668161160008,256.5606977970929,275.6773246465385
34.78589120014414,31.66958586569145,65.26753111175904,264.12162318101184,279.390903280719
34.98384976579316,31.729821052630484,71.06289387652951,266.8426038212425,286.501739155948
35.01412620569254,33.728948837540905,74.65205800552127,271.8764422625308,331.2486717505768
35.311911175486955,35.473680533129254,74.76603726068157,277.8030033214453,331.42792204007594
35.31745977353265,35.510326846734486,78.70025543796943,281.3844057076125,376.6400571653168
35.42767348374007,36.2462692938621,87.50860588566199,283.5673486429366,387.73465452187077
37.14308851048211,39.567331604083314,87.74111174181354,307.66499883079325,399.792630196916
38.081075574147405,41.1,91.80609328100606,307.7124675455099,418.62863397698345
38.9044311018993,43.1,92.21127430487455,315.9933404971468,496.860452575637
40.43341355936998,45.1,92.24182927760208,330.5361518692582,
40.54503560717156,46.389721631334034,92.79763959766878,339.2581879202618,
40.97463700631369,46.96749082171883,96.23965095611842,339.62316769873803,
41.423676837420636,49.410143162656134,97.35090083151127,341.23460640652115,
41.990050085187704,51.32824472515119,99.07022736571496,345.8562841090429,
42.22431600515576,52.1,102.86374492740133,347.446387351208,
42.29886006485208,53.89083964713946,104.32237114113275,362.5521436128273,
43.39782597254745,54.48768296852578,104.49157877755324,383.59191835388197,
43.45446355447443,56.1,105.31914238186108,392.3402207206676,
43.61028066685595,60.1,106.08956357852514,416.65567690114165,
44.072829376476655,64.49007451860093,108.13100977296669,424.9656392608229,
44.32355569243472,66.28851436374595,108.71084889144771,428.40960034268664,
44.653779394233524,66.43673607531159,108.98707360095224,438.91694674251556,
45.546078760318196,67.1,110.72886814111301,440.2215793295319,
46.001416056711435,68.1,114.06247347105507,473.03830560739436,
46.79053692902563,70.1,114.43376958813644,492.82057167518246,
48.61225450995294,70.36875430160988,116.89074662920363,495.2652899064963,
49.628025974037755,73.30523922790121,118.88013057195762,496.6792838542243,
50.595413675873715,77.1,119.21870838881894,,
51.39132883926994,77.76347246675859,121.93277114299786,,
51.74760820227885,78.1,122.30075645474648,,
51.90612338499424,79.1,123.40839919635552,,
52.629027222911944,80.1,125.86305635585983,,
53.050634048610156,80.26977982560942,130.5511840359961,,
53.09389967932583,81.32255932653246,131.10657522042777,,
53.56808233488175,82.1,131.1079874633955,,
53.595564093756316,83.1,131.92035837229167,,
53.629564954901674,84.0832289481731,132.19813121088055,,
53.947299803791715,84.76373187883073,134.6916512585458,,
54.70915577799838,85.1,135.4114590969324,,
55.62168382459946,85.95343262696416,137.22677056442274,,
55.92724676320214,85.95834523787921,137.49490329560143,,
56.213865268421934,86.3459371583874,138.33468653643047,,
56.49500804657443,91.19346405599603,138.7930539152208,,
56.72050947390483,91.5292466925665,142.88376661177557,,
61.210862928494834,93.1,144.98043356720098,,
61.81681971932508,96.1,150.11157088125114,,
